S.No.,State Code,State Name (In English),District Code,District Name (In English),Development Block Code,Development Block Version,Development Block Name (In English),Development Block Name (In Local)
1,35,Andaman And Nicobar Islands,603,Nicobars,6498,5,Campbell Bay,
2,35,Andaman And Nicobar Islands,603,Nicobars,6499,1,Car Nicobar,
3,35,Andaman And Nicobar Islands,603,Nicobars,6500,1,Nancowrie,
4,35,Andaman And Nicobar Islands,632,North And Middle Andaman,6492,1,Diglipur,
5,35,Andaman And Nicobar Islands,632,North And Middle Andaman,6495,1,Mayabunder,
6,35,Andaman And Nicobar Islands,632,North And Middle Andaman,6497,1,Rangat,
7,35,Andaman And Nicobar Islands,602,South Andamans,6493,1,Ferrargunj,
8,35,Andaman And Nicobar Islands,602,South Andamans,6494,1,Little Andaman,
9,35,Andaman And Nicobar Islands,602,South Andamans,6496,1,Prothrapur,
10,28,Andhra Pradesh,745,Alluri Sitharama Raju,5584,2,Ananthagiri,
11,28,Andhra Pradesh,745,Alluri Sitharama Raju,5585,2,Araku Valley,
12,28,Andhra Pradesh,745,Alluri Sitharama Raju,5589,2,Chintapalle,
13,28,Andhra Pradesh,745,Alluri Sitharama Raju,5592,2,Dumbriguda,
14,28,Andhra Pradesh,745,Alluri Sitharama Raju,5593,2,G.Madugula,
15,28,Andhra Pradesh,745,Alluri Sitharama Raju,5596,2,Gudem Kotha Veedhi,
16,28,Andhra Pradesh,745,Alluri Sitharama Raju,5597,3,Hukumpeta,
17,28,Andhra Pradesh,745,Alluri Sitharama Raju,5601,2,Koyyuru,
18,28,Andhra Pradesh,745,Alluri Sitharama Raju,5605,2,Munchingi Puttu,
19,28,Andhra Pradesh,745,Alluri Sitharama Raju,5609,2,Paderu,
20,28,Andhra Pradesh,745,Alluri Sitharama Raju,5613,2,Peda Bayalu,
21,28,Andhra Pradesh,744,Anakapalli,5581,2,Achutapuram,
22,28,Andhra Pradesh,744,Anakapalli,5582,2,Anakapalle,
23,28,Andhra Pradesh,744,Anakapalli,5587,2,Butchayyapeta,
24,28,Andhra Pradesh,744,Anakapalli,5588,2,Cheedikada,
25,28,Andhra Pradesh,744,Anakapalli,5590,2,Chodavaram,
26,28,Andhra Pradesh,744,Anakapalli,5591,2,Devarapalle,
27,28,Andhra Pradesh,744,Anakapalli,5595,2,Golugonda,
28,28,Andhra Pradesh,744,Anakapalli,5599,2,Kasimkota,
29,28,Andhra Pradesh,744,Anakapalli,5598,2,K.Kotapadu,
30,28,Andhra Pradesh,744,Anakapalli,5600,2,Kotauratla,
31,28,Andhra Pradesh,744,Anakapalli,5602,2,Madugula,
32,28,Andhra Pradesh,744,Anakapalli,5603,2,Makavarapalem,
33,28,Andhra Pradesh,744,Anakapalli,5604,2,Munagapaka,
34,28,Andhra Pradesh,744,Anakapalli,5606,2,Nakkapalle,
35,28,Andhra Pradesh,744,Anakapalli,5607,2,Narsipatnam,
36,28,Andhra Pradesh,744,Anakapalli,5608,2,Nathavaram,
37,28,Andhra Pradesh,744,Anakapalli,5611,2,Paravada,
38,28,Andhra Pradesh,744,Anakapalli,5612,2,Payakaraopeta,
39,28,Andhra Pradesh,744,Anakapalli,5616,2,Rambilli,
40,28,Andhra Pradesh,744,Anakapalli,5617,3,Ravikamatham,
41,28,Andhra Pradesh,744,Anakapalli,5618,2,Rolugunta,
42,28,Andhra Pradesh,744,Anakapalli,5620,2,Sabbavaram,
43,28,Andhra Pradesh,744,Anakapalli,5619,2,S.Rayavaram,
44,28,Andhra Pradesh,744,Anakapalli,5622,2,Yelamanchili,
45,28,Andhra Pradesh,502,Ananthapuramu,4689,1,Anantapur,
46,28,Andhra Pradesh,502,Ananthapuramu,4690,1,Atmakur,
47,28,Andhra Pradesh,502,Ananthapuramu,4692,1,Beluguppa,
48,28,Andhra Pradesh,502,Ananthapuramu,4693,1,Bommanahal,
49,28,Andhra Pradesh,502,Ananthapuramu,4694,1,Brahmasamudram,
50,28,Andhra Pradesh,502,Ananthapuramu,4696,1,Bukkarayasamudram,
51,28,Andhra Pradesh,502,Ananthapuramu,4699,1,D.Hirehal,
52,28,Andhra Pradesh,502,Ananthapuramu,4702,1,Garladinne,
53,28,Andhra Pradesh,502,Ananthapuramu,4703,1,Gooty,
54,28,Andhra Pradesh,502,Ananthapuramu,4706,1,Gummagatta,
55,28,Andhra Pradesh,502,Ananthapuramu,4707,1,Guntakal,
56,28,Andhra Pradesh,502,Ananthapuramu,4710,1,Kalyandrug,
57,28,Andhra Pradesh,502,Ananthapuramu,4711,1,Kambadur,
58,28,Andhra Pradesh,502,Ananthapuramu,4713,1,Kanekal,
59,28,Andhra Pradesh,502,Ananthapuramu,4715,1,Kudair,
60,28,Andhra Pradesh,502,Ananthapuramu,4716,1,Kundurpi,
61,28,Andhra Pradesh,502,Ananthapuramu,4723,1,Narpala,
62,28,Andhra Pradesh,502,Ananthapuramu,4725,1,Pamidi,
63,28,Andhra Pradesh,502,Ananthapuramu,4727,1,Peddapappur,
64,28,Andhra Pradesh,502,Ananthapuramu,4728,1,Peddavadugur,
65,28,Andhra Pradesh,502,Ananthapuramu,4730,1,Putlur,
66,28,Andhra Pradesh,502,Ananthapuramu,4733,1,Raptadu,
67,28,Andhra Pradesh,502,Ananthapuramu,4734,1,Rayadurg,
68,28,Andhra Pradesh,502,Ananthapuramu,4737,1,Settur,
69,28,Andhra Pradesh,502,Ananthapuramu,4738,1,Singanamala,
70,28,Andhra Pradesh,502,Ananthapuramu,4741,1,Tadipatri,
71,28,Andhra Pradesh,502,Ananthapuramu,4744,1,Uravakonda,
72,28,Andhra Pradesh,502,Ananthapuramu,4745,1,Vajrakarur,
73,28,Andhra Pradesh,502,Ananthapuramu,4746,1,Vidapanakal,
74,28,Andhra Pradesh,502,Ananthapuramu,4747,1,Yadiki,
75,28,Andhra Pradesh,502,Ananthapuramu,4748,1,Yellanur,
76,28,Andhra Pradesh,753,Annamayya,4749,2,B.Kothakota,
77,28,Andhra Pradesh,753,Annamayya,4822,2,Chinnamandem,
78,28,Andhra Pradesh,753,Annamayya,4756,2,Chowdepalle,
79,28,Andhra Pradesh,753,Annamayya,4826,2,Galiveedu,
80,28,Andhra Pradesh,753,Annamayya,4761,2,Gurramkonda,
81,28,Andhra Pradesh,753,Annamayya,4764,2,Kalakada,
82,28,Andhra Pradesh,753,Annamayya,4765,2,Kalikiri,
83,28,Andhra Pradesh,753,Annamayya,4766,2,Kambhamvaripalle,
84,28,Andhra Pradesh,753,Annamayya,4769,2,Kurabalakota,
85,28,Andhra Pradesh,753,Annamayya,4834,2,Lakkireddipalle,
86,28,Andhra Pradesh,753,Annamayya,4770,2,Madanapalle,
87,28,Andhra Pradesh,753,Annamayya,4771,2,Mulakalacheruvu,
88,28,Andhra Pradesh,753,Annamayya,4775,2,Nimmanapalle,
89,28,Andhra Pradesh,753,Annamayya,4780,2,Peddamandyam,
90,28,Andhra Pradesh,753,Annamayya,4782,2,Peddathippasamudram,
91,28,Andhra Pradesh,753,Annamayya,4784,2,Piler,
92,28,Andhra Pradesh,753,Annamayya,4787,2,Punganur,
93,28,Andhra Pradesh,753,Annamayya,4850,2,Ramapuram,
94,28,Andhra Pradesh,753,Annamayya,4792,2,Ramasamudram,
95,28,Andhra Pradesh,753,Annamayya,4851,2,Rayachoty,
96,28,Andhra Pradesh,753,Annamayya,4852,2,Sambepalle,
97,28,Andhra Pradesh,753,Annamayya,4797,2,Sodam,
98,28,Andhra Pradesh,753,Annamayya,4798,2,Somala,
99,28,Andhra Pradesh,753,Annamayya,4801,2,Thamballapalle,
100,28,Andhra Pradesh,753,Annamayya,4807,2,Valmikipuram,
101,28,Andhra Pradesh,750,Bapatla,4924,2,Amruthalur,
102,28,Andhra Pradesh,750,Bapatla,4926,2,Bapatla,
103,28,Andhra Pradesh,750,Bapatla,4928,2,Bhattiprolu,
104,28,Andhra Pradesh,750,Bapatla,4931,2,Cherukupalle,
105,28,Andhra Pradesh,750,Bapatla,5460,2,Chinaganjam,
106,28,Andhra Pradesh,750,Bapatla,5461,2,Chirala,
107,28,Andhra Pradesh,750,Bapatla,5469,2,Inkollu,
108,28,Andhra Pradesh,750,Bapatla,5473,2,Karamchedu,
109,28,Andhra Pradesh,750,Bapatla,4942,2,Karlapalem,
110,28,Andhra Pradesh,750,Bapatla,4944,2,Kollur,
111,28,Andhra Pradesh,750,Bapatla,5484,2,Martur,
112,28,Andhra Pradesh,750,Bapatla,4952,2,Nagaram,
113,28,Andhra Pradesh,750,Bapatla,4955,2,Nizampatnam,
114,28,Andhra Pradesh,750,Bapatla,5489,2,Parchur,
115,28,Andhra Pradesh,750,Bapatla,4962,2,Pittalavanipalem,
116,28,Andhra Pradesh,750,Bapatla,4967,2,Repalle,
117,28,Andhra Pradesh,750,Bapatla,4975,2,Tsundur,
118,28,Andhra Pradesh,750,Bapatla,4978,2,Vemuru,
119,28,Andhra Pradesh,750,Bapatla,5505,2,Vetapalem,
120,28,Andhra Pradesh,750,Bapatla,5507,2,Yddana Pudi,
121,28,Andhra Pradesh,503,Chittoor,4750,1,Baireddipalle,
122,28,Andhra Pradesh,503,Chittoor,4751,1,Bangarupalem,
123,28,Andhra Pradesh,503,Chittoor,4755,1,Chittoor,
124,28,Andhra Pradesh,503,Chittoor,4757,1,Gangadhara Nellore,
125,28,Andhra Pradesh,503,Chittoor,4758,1,Gangavaram,
126,28,Andhra Pradesh,503,Chittoor,4759,1,Gudipala,
127,28,Andhra Pradesh,503,Chittoor,4760,1,Gudupalle,
128,28,Andhra Pradesh,503,Chittoor,4762,1,Irala,
129,28,Andhra Pradesh,503,Chittoor,4767,1,Karvetinagar,
130,28,Andhra Pradesh,503,Chittoor,4768,1,Kuppam,
131,28,Andhra Pradesh,503,Chittoor,4773,1,Nagari,
132,28,Andhra Pradesh,503,Chittoor,4776,1,Nindra,
133,28,Andhra Pradesh,503,Chittoor,4778,1,Palamaner,
134,28,Andhra Pradesh,503,Chittoor,4779,1,Palasamudram,
135,28,Andhra Pradesh,503,Chittoor,4781,1,Peddapanjani,
136,28,Andhra Pradesh,503,Chittoor,4783,1,Penumuru,
137,28,Andhra Pradesh,503,Chittoor,4786,1,Pulicherla H/O Reddivaripalle,
138,28,Andhra Pradesh,503,Chittoor,4788,1,Puthalapattu,
139,28,Andhra Pradesh,503,Chittoor,4791,1,Ramakuppam,
140,28,Andhra Pradesh,503,Chittoor,4794,1,Rompicherla,
141,28,Andhra Pradesh,503,Chittoor,4795,1,Santhipuram Ho Arimuthanapalle,
142,28,Andhra Pradesh,503,Chittoor,4800,1,Srirangarajapuram,
143,28,Andhra Pradesh,503,Chittoor,4802,1,Thavanampalle,
144,28,Andhra Pradesh,503,Chittoor,4809,1,Vedurukuppam,
145,28,Andhra Pradesh,503,Chittoor,4810,1,Venkatagirikota,
146,28,Andhra Pradesh,503,Chittoor,4811,1,Vijayapuram,
147,28,Andhra Pradesh,503,Chittoor,4812,1,Yadamari,
148,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4866,2,Ainavilli,
149,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4867,2,Alamuru,
150,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4868,2,Allavaram,
151,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4869,2,Amalapuram,
152,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4870,2,Ambajipeta,
153,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4872,2,Atreyapuram,
154,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4879,2,I. Polavaram,
155,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4886,2,Katrenikona,
156,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4891,2,Kothapeta,
157,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4892,2,Malikipuram,
158,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4893,2,Mamidikuduru,
159,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4896,2,Mummidivaram,
160,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4898,2,Pamarru,
161,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4897,2,P.Gannavaram,
162,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4906,2,Ramachandrapuram,
163,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4909,2,Ravulapalem,
164,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4911,2,Razole,
165,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4912,2,Sakhinetipalle,
166,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4919,2,Uppalaguptam,
167,28,Andhra Pradesh,505,East Godavari,4871,1,Anaparthy,
168,28,Andhra Pradesh,505,East Godavari,4873,1,Biccavolu,
169,28,Andhra Pradesh,505,East Godavari,5713,2,Chagallu,
170,28,Andhra Pradesh,505,East Godavari,5716,2,Devarapalle,
171,28,Andhra Pradesh,505,East Godavari,4877,1,Gokavaram,
172,28,Andhra Pradesh,505,East Godavari,5721,2,Gopalapuram,
173,28,Andhra Pradesh,505,East Godavari,4881,1,Kadiam,
174,28,Andhra Pradesh,505,East Godavari,4884,3,Kapileswarapuram,
175,28,Andhra Pradesh,505,East Godavari,4888,1,Korukonda,
176,28,Andhra Pradesh,505,East Godavari,5727,2,Kovvur,
177,28,Andhra Pradesh,505,East Godavari,4894,3,Mandapeta,
178,28,Andhra Pradesh,505,East Godavari,5731,2,Nallajerla,
179,28,Andhra Pradesh,505,East Godavari,5733,2,Nidadavole,
180,28,Andhra Pradesh,505,East Godavari,5742,2,Peravali,
181,28,Andhra Pradesh,505,East Godavari,4903,1,Rajahmundry Rural,
182,28,Andhra Pradesh,505,East Godavari,6502,1,Rajahmundry Urban,
183,28,Andhra Pradesh,505,East Godavari,4904,1,Rajanagaram,
184,28,Andhra Pradesh,505,East Godavari,4908,1,Rangampeta,
185,28,Andhra Pradesh,505,East Godavari,4910,3,Rayavaram,
186,28,Andhra Pradesh,505,East Godavari,4915,1,Seethanagaram,
187,28,Andhra Pradesh,505,East Godavari,5748,2,Thallapudi,
188,28,Andhra Pradesh,505,East Godavari,5750,2,Undrajavaram,
189,28,Andhra Pradesh,748,Eluru,5100,2,Agiripalli,
190,28,Andhra Pradesh,748,Eluru,5710,2,Bhimadole,
191,28,Andhra Pradesh,748,Eluru,5712,2,Buttayagudem,
192,28,Andhra Pradesh,748,Eluru,5106,2,Chatrai,
193,28,Andhra Pradesh,748,Eluru,5714,2,Chintalapudi,
194,28,Andhra Pradesh,748,Eluru,5715,2,Denduluru,
195,28,Andhra Pradesh,748,Eluru,5717,2,Dwarakatirumala,
196,28,Andhra Pradesh,748,Eluru,5719,2,Eluru,
197,28,Andhra Pradesh,748,Eluru,5723,2,Jangareddigudem,
198,28,Andhra Pradesh,748,Eluru,5724,2,Jeelugumilli,
199,28,Andhra Pradesh,748,Eluru,5116,2,Kaikalur,
200,28,Andhra Pradesh,748,Eluru,5117,2,Kalidindi,
201,28,Andhra Pradesh,748,Eluru,5726,2,Kamavarapukota,
202,28,Andhra Pradesh,748,Eluru,5728,2,Koyyalagudem,
203,28,Andhra Pradesh,748,Eluru,5075,3,Kukkunur,
204,28,Andhra Pradesh,748,Eluru,5729,2,Lingapalem,
205,28,Andhra Pradesh,748,Eluru,5123,2,Mandavalli,
206,28,Andhra Pradesh,748,Eluru,5126,2,Mudinepalle,
207,28,Andhra Pradesh,748,Eluru,5127,2,Musunuru,
208,28,Andhra Pradesh,748,Eluru,5734,2,Nidamarru,
209,28,Andhra Pradesh,748,Eluru,5132,2,Nuzvid,
210,28,Andhra Pradesh,748,Eluru,5737,2,Pedapadu,
211,28,Andhra Pradesh,748,Eluru,5738,2,Pedavegi,
212,28,Andhra Pradesh,748,Eluru,5744,2,Polavaram,
213,28,Andhra Pradesh,748,Eluru,5745,2,T.Narasapuram,
214,28,Andhra Pradesh,748,Eluru,5751,2,Unguturu,
215,28,Andhra Pradesh,748,Eluru,5092,3,Velairpad,
216,28,Andhra Pradesh,506,Guntur,4930,1,Chebrole,
217,28,Andhra Pradesh,506,Guntur,4934,1,Duggirala,
218,28,Andhra Pradesh,506,Guntur,4937,1,Guntur,
219,28,Andhra Pradesh,506,Guntur,4940,1,Kakumanu,
220,28,Andhra Pradesh,506,Guntur,4943,1,Kollipara,
221,28,Andhra Pradesh,506,Guntur,4948,1,Mangalagiri,
222,28,Andhra Pradesh,506,Guntur,4949,1,Medikonduru,
223,28,Andhra Pradesh,506,Guntur,4957,1,Pedakakani,
224,28,Andhra Pradesh,506,Guntur,4959,1,Pedanandipadu,
225,28,Andhra Pradesh,506,Guntur,4960,1,Phirangipuram,
226,28,Andhra Pradesh,506,Guntur,4963,1,Ponnur,
227,28,Andhra Pradesh,506,Guntur,4964,1,Prathipadu,
228,28,Andhra Pradesh,506,Guntur,4971,1,Tadepalle,
229,28,Andhra Pradesh,506,Guntur,4972,1,Tadikonda,
230,28,Andhra Pradesh,506,Guntur,4973,1,Tenali,
231,28,Andhra Pradesh,506,Guntur,4974,1,Thullur,
232,28,Andhra Pradesh,506,Guntur,4976,1,Vatticherukuru,
233,28,Andhra Pradesh,746,Kakinada,4875,2,Gandepalle,
234,28,Andhra Pradesh,746,Kakinada,4878,2,Gollaprolu,
235,28,Andhra Pradesh,746,Kakinada,4880,2,Jaggampeta,
236,28,Andhra Pradesh,746,Kakinada,4882,2,Kajuluru,
237,28,Andhra Pradesh,746,Kakinada,4883,2,Kakinada Rural,
238,28,Andhra Pradesh,746,Kakinada,6503,2,Kakinada Urban,
239,28,Andhra Pradesh,746,Kakinada,4885,2,Karapa,
240,28,Andhra Pradesh,746,Kakinada,4887,2,Kirlampudi,
241,28,Andhra Pradesh,746,Kakinada,4889,2,Kotananduru,
242,28,Andhra Pradesh,746,Kakinada,4899,2,Pedapudi,
243,28,Andhra Pradesh,746,Kakinada,4900,2,Peddapuram,
244,28,Andhra Pradesh,746,Kakinada,4901,2,Pithapuram,
245,28,Andhra Pradesh,746,Kakinada,4902,2,Prathipadu,
246,28,Andhra Pradesh,746,Kakinada,6501,2,Routhulapudi,
247,28,Andhra Pradesh,746,Kakinada,4913,2,Samalkota,
248,28,Andhra Pradesh,746,Kakinada,4914,2,Sankhavaram,
249,28,Andhra Pradesh,746,Kakinada,4916,2,Thallarevu,
250,28,Andhra Pradesh,746,Kakinada,4917,2,Thondangi,
251,28,Andhra Pradesh,746,Kakinada,4918,2,Tuni,
252,28,Andhra Pradesh,746,Kakinada,4890,2,U.Kothapalle,
253,28,Andhra Pradesh,746,Kakinada,4921,2,Yeleswaram,
254,28,Andhra Pradesh,510,Krishna,5101,1,Avanigadda,
255,28,Andhra Pradesh,510,Krishna,5102,1,Bantumilli,
256,28,Andhra Pradesh,510,Krishna,5103,1,Bapulapadu,
257,28,Andhra Pradesh,510,Krishna,5104,1,Challapalli,
258,28,Andhra Pradesh,510,Krishna,5109,1,Gannavaram,
259,28,Andhra Pradesh,510,Krishna,5110,1,Ghantasala,
260,28,Andhra Pradesh,510,Krishna,5111,1,Gudivada,
261,28,Andhra Pradesh,510,Krishna,5112,1,Gudlavalleru,
262,28,Andhra Pradesh,510,Krishna,5113,1,Guduru,
263,28,Andhra Pradesh,510,Krishna,5119,1,Kankipadu,
264,28,Andhra Pradesh,510,Krishna,5120,1,Koduru,
265,28,Andhra Pradesh,510,Krishna,5121,1,Kruttivennu,
266,28,Andhra Pradesh,510,Krishna,5122,1,Machilipatnam,
267,28,Andhra Pradesh,510,Krishna,5124,1,Mopidevi,
268,28,Andhra Pradesh,510,Krishna,5125,1,Movva,
269,28,Andhra Pradesh,510,Krishna,5129,1,Nagayalanka,
270,28,Andhra Pradesh,510,Krishna,5131,1,Nandivada,
271,28,Andhra Pradesh,510,Krishna,5133,1,Pamarru,
272,28,Andhra Pradesh,510,Krishna,5134,1,Pamidimukkala,
273,28,Andhra Pradesh,510,Krishna,5135,1,Pedana,
274,28,Andhra Pradesh,510,Krishna,5136,1,Pedaparupudi,
275,28,Andhra Pradesh,510,Krishna,5137,1,Penamaluru,
276,28,Andhra Pradesh,510,Krishna,5140,1,Thotlavalluru,
277,28,Andhra Pradesh,510,Krishna,5142,1,Unguturu,
278,28,Andhra Pradesh,510,Krishna,5148,1,Vuyyuru,
279,28,Andhra Pradesh,511,Kurnool,5149,1,Adoni,
280,28,Andhra Pradesh,511,Kurnool,5151,1,Alur,
281,28,Andhra Pradesh,511,Kurnool,5152,1,Aspari,
282,28,Andhra Pradesh,511,Kurnool,5157,1,C.Belagal,
283,28,Andhra Pradesh,511,Kurnool,5159,1,Chippagiri,
284,28,Andhra Pradesh,511,Kurnool,5160,1,Devanakonda,
285,28,Andhra Pradesh,511,Kurnool,5164,1,Gonegandla,
286,28,Andhra Pradesh,511,Kurnool,5166,1,Gudur,
287,28,Andhra Pradesh,511,Kurnool,5167,1,Halaharvi,
288,28,Andhra Pradesh,511,Kurnool,5168,1,Holagunda,
289,28,Andhra Pradesh,511,Kurnool,5170,1,Kallur,
290,28,Andhra Pradesh,511,Kurnool,5171,1,Kodumur,
291,28,Andhra Pradesh,511,Kurnool,5174,1,Kosigi,
292,28,Andhra Pradesh,511,Kurnool,5176,1,Kowthalam,
293,28,Andhra Pradesh,511,Kurnool,5177,1,Krishnagiri,
294,28,Andhra Pradesh,511,Kurnool,5178,1,Kurnool,
295,28,Andhra Pradesh,511,Kurnool,5179,1,Maddikera (East),
296,28,Andhra Pradesh,511,Kurnool,5181,1,Mantralayam,
297,28,Andhra Pradesh,511,Kurnool,5183,1,Nandavaram,
298,28,Andhra Pradesh,511,Kurnool,5186,1,Orvakal,
299,28,Andhra Pradesh,511,Kurnool,5191,1,Pattikonda,
300,28,Andhra Pradesh,511,Kurnool,5193,1,Peddakadabur,
301,28,Andhra Pradesh,511,Kurnool,5198,1,Tuggali,
302,28,Andhra Pradesh,511,Kurnool,5200,1,Veldurthi,
303,28,Andhra Pradesh,511,Kurnool,5202,1,Yemmiganur,
304,28,Andhra Pradesh,790,Markapuram,5455,2,Ardhaveedu,
305,28,Andhra Pradesh,790,Markapuram,5457,2,Bestavaripeta,
306,28,Andhra Pradesh,790,Markapuram,5458,2,Chandra Sekhara Puram,
307,28,Andhra Pradesh,790,Markapuram,5462,2,Cumbum,
308,28,Andhra Pradesh,790,Markapuram,5465,2,Dornala,
309,28,Andhra Pradesh,790,Markapuram,5466,2,Giddaluru,
310,28,Andhra Pradesh,790,Markapuram,5468,2,Hanumanthuni Padu,
311,28,Andhra Pradesh,790,Markapuram,5472,2,Kanigiri,
312,28,Andhra Pradesh,790,Markapuram,5474,2,Komarolu,
313,28,Andhra Pradesh,790,Markapuram,5475,2,Konakanamittla,
314,28,Andhra Pradesh,790,Markapuram,5482,2,Markapur,
315,28,Andhra Pradesh,790,Markapuram,5488,2,Pamur,
316,28,Andhra Pradesh,790,Markapuram,5490,2,Peda Araveedu,
317,28,Andhra Pradesh,790,Markapuram,5491,2,Pedacherlo Palle,
318,28,Andhra Pradesh,790,Markapuram,5492,2,Podili,
319,28,Andhra Pradesh,790,Markapuram,5494,2,Pullalacheruvu,
320,28,Andhra Pradesh,790,Markapuram,5495,2,Racherla,
321,28,Andhra Pradesh,790,Markapuram,5500,2,Tarlupadu,
322,28,Andhra Pradesh,790,Markapuram,5502,2,Tripuranthakam,
323,28,Andhra Pradesh,790,Markapuram,5504,2,Veligandla,
324,28,Andhra Pradesh,790,Markapuram,5508,2,Yerragondapalem,
325,28,Andhra Pradesh,755,Nandyal,5150,2,Allagadda,
326,28,Andhra Pradesh,755,Nandyal,5153,2,Atmakur,
327,28,Andhra Pradesh,755,Nandyal,5154,2,Banaganapalle,
328,28,Andhra Pradesh,755,Nandyal,5155,2,Bandi Atmakur,
329,28,Andhra Pradesh,755,Nandyal,5156,2,Bethamcherla,
330,28,Andhra Pradesh,755,Nandyal,5158,2,Chagalamarri,
331,28,Andhra Pradesh,755,Nandyal,5161,2,Dhone Alias Dronachalam,
332,28,Andhra Pradesh,755,Nandyal,5162,2,Dornipadu,
333,28,Andhra Pradesh,755,Nandyal,5163,2,Gadivemula,
334,28,Andhra Pradesh,755,Nandyal,5165,2,Gospadu,
335,28,Andhra Pradesh,755,Nandyal,5169,2,Jupadu Bungalow,
336,28,Andhra Pradesh,755,Nandyal,5172,2,Koilakuntla,
337,28,Andhra Pradesh,755,Nandyal,5173,2,Kolimigundla,
338,28,Andhra Pradesh,755,Nandyal,5175,2,Kothapalle,
339,28,Andhra Pradesh,755,Nandyal,5180,2,Mahanandi,
340,28,Andhra Pradesh,755,Nandyal,5182,2,Midthur,
341,28,Andhra Pradesh,755,Nandyal,5184,2,Nandikotkur,
342,28,Andhra Pradesh,755,Nandyal,5185,2,Nandyal,
343,28,Andhra Pradesh,755,Nandyal,5187,2,Owk,
344,28,Andhra Pradesh,755,Nandyal,5188,2,Pagidyala,
345,28,Andhra Pradesh,755,Nandyal,5189,2,Pamulapadu,
346,28,Andhra Pradesh,755,Nandyal,5190,2,Panyam,
347,28,Andhra Pradesh,755,Nandyal,5192,2,Peapully,
348,28,Andhra Pradesh,755,Nandyal,5194,2,Rudravaram,
349,28,Andhra Pradesh,755,Nandyal,5195,2,Sanjamala,
350,28,Andhra Pradesh,755,Nandyal,5196,2,Sirivel,
351,28,Andhra Pradesh,755,Nandyal,5197,2,Srisailam,
352,28,Andhra Pradesh,755,Nandyal,5199,2,Uyyalawada,
353,28,Andhra Pradesh,755,Nandyal,5201,2,Velugodu,
354,28,Andhra Pradesh,749,Ntr,5099,2,A.Konduru,
355,28,Andhra Pradesh,749,Ntr,5105,2,Chandarlapadu,
356,28,Andhra Pradesh,749,Ntr,5108,2,Gampalagudem,
357,28,Andhra Pradesh,749,Ntr,5107,2,G.Konduru,
358,28,Andhra Pradesh,749,Ntr,5114,2,Ibrahimpatnam,
359,28,Andhra Pradesh,749,Ntr,5115,2,Jaggayyapeta,
360,28,Andhra Pradesh,749,Ntr,5118,2,Kanchikacherla,
361,28,Andhra Pradesh,749,Ntr,5128,2,Mylavaram,
362,28,Andhra Pradesh,749,Ntr,5130,2,Nandigama,
363,28,Andhra Pradesh,749,Ntr,5138,2,Penuganchiprolu,
364,28,Andhra Pradesh,749,Ntr,5139,2,Reddigudem,
365,28,Andhra Pradesh,749,Ntr,5141,2,Tiruvuru,
366,28,Andhra Pradesh,749,Ntr,5143,2,Vatsavai,
367,28,Andhra Pradesh,749,Ntr,5144,2,Veerullapadu,
368,28,Andhra Pradesh,749,Ntr,5145,2,Vijayawada Rural,
369,28,Andhra Pradesh,749,Ntr,5146,2,Vijayawada Urban,
370,28,Andhra Pradesh,749,Ntr,5147,2,Vissannapet,
371,28,Andhra Pradesh,751,Palnadu,4923,2,Amaravathi,
372,28,Andhra Pradesh,751,Palnadu,4925,2,Atchempet,
373,28,Andhra Pradesh,751,Palnadu,4927,2,Bellamkonda,
374,28,Andhra Pradesh,751,Palnadu,4929,2,Bollapalle,
375,28,Andhra Pradesh,751,Palnadu,4932,2,Chilakaluripet,
376,28,Andhra Pradesh,751,Palnadu,4933,2,Dachepalle,
377,28,Andhra Pradesh,751,Palnadu,4935,2,Durgi,
378,28,Andhra Pradesh,751,Palnadu,4936,2,Edlapadu,
379,28,Andhra Pradesh,751,Palnadu,4938,2,Gurazala,
380,28,Andhra Pradesh,751,Palnadu,4939,2,Ipur,
381,28,Andhra Pradesh,751,Palnadu,4941,2,Karempudi,
382,28,Andhra Pradesh,751,Palnadu,4945,2,Krosuru,
383,28,Andhra Pradesh,751,Palnadu,4946,2,Machavaram,
